1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	28	1	28	29	1	1	1	1	1	1	1	1	1	1
1	2	31	31	31	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	27	1	27	1	1	30	31	31	31	31	31	31	31	31	31
30	30	3	32	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	30	30	30	30	30	30	31	32	32	32	32	32	32	32	32
31	31	31	34	34	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	31	31	31	31	31	31	31	32	34	34	34	34	34	34	34
34	34	34	34	5	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	34	34	34	34	34	34	34	34	33	34	34	34	34	34	34
32	32	32	4	33	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	32	32	32	32	32	32	32	32	33	34	36	36	36	36	36
36	36	36	36	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	36	36	36	36	36	36	36	36	36	36	36	35	36	36	36	36
34	34	34	34	34	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	34	34	34	34	34	34	34	34	34	34	35	36	37	37	37
36	36	36	36	36	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	36	36	36	36	36	36	36	36	36	36	36	36	36	37	38	38
37	37	37	37	37	6	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	38	39
38	38	38	38	38	38	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	39
